id,travel_list_id,title,detail_text,info_text,reply_text,address,created_at,latitude,longitude
11,11,"문학산역사관> 여행지 :대한민국 구석구석","문학산역사관은 미추홀 2,000여 년의 역사와 문화를 품고 있는 문학산의 가치를 널리 알리고, 문학산 문화유산의 보존과 지역 정체성을 발현하기 위해 관할 군부대의 승인을 받아 군사시설을 리모델링하여 개관했다. 문학산 역사관은 문학산의 가치와 문학산성의 현황에 대한 축소 디오라마와 동영상을 볼 수 있는 제1전시실, 선사시대부터 현재에 이르기까지 문학산의 시대별 역사와 문화유산을 주제별로 살펴볼 수 있는 제2전시실, 인천 향토사 선구자들이 남긴 옛 사진들과 근∙현대 문학산의 변모를 살필 수 있는 지도 등이 전시된 열린 역사길로 구성되어 있다.
내용 닫기","문의 및 안내 032-880-7958
홈페이지 https://itour.incheon.go.kr/
주소 인천광역시 미추홀구 학익동 78-24
이용시간 10:00~17:00
휴일 매주 월요일
주차 불가능
체험 안내 역사탐방프로그램
입장료 무료","등록된 댓글이 없습니다.
","인천광역시 미추홀구 학익동 78-24","2025-03-18 16:26:00",37.432039,126.676401
12,12,"영주 순흥 벽화 고분> 여행지 :대한민국 구석구석","1985년 1월 문화재관리국과 대구대학교가 함께 발굴 조사한 이 벽화 고분은 사적으로 지정되어 있으며 학술적, 문화재적으로 매우 귀중한 자료이다. 이 고분의 축조연대는 고분의 현실(玄室) 남쪽 벽에 쓰인 기미중묘상인명(己未中墓像人名)이란 글씨를 통하여 대략 539년쯤으로 추정되고 있다. 내부구조는 연도가 마련된 석실분(石室墳)으로서 연도를 통해 들어가면 시신을 모신 현실이 있고, 이 현실의 동쪽으로 관을 올려놓았던 관대(棺臺)가 비교적 높게 마련되어 있으며, 아울러 규모가 작은 보조관대도 현실의 서북 모서리에 마련되어 있었다.

현실의 크기는 동서 약 3.5m, 남북 약 2m로 네 벽은 위로 갈수록 약간씩 각을 줄이고 천장은 두 장의 판판하고 큰 돌을 올려 완성하였다. 벽화는 천장을 제외한 내부의 모든 벽면과 관대의 측면까지 채색화(彩色畵)를 그렸고, 특히, 연도의 좌우 벽에 힘이 센 장사상(壯士像)을 그렸다. 특히, 연도 서쪽벽의 뱀을 손에 감고 있는 장사상은 이 무덤을 지켜주는 역할을 하고 있는 것으로 해석되고 있다. 이 고분은 벽화나 구조로 보아 고구려의 영향을 받아 축조된 고대신라의 고분벽화로 추정되며, 이 고분에 있는 벽화를 통해서 우리나라 삼국시대 회화는 물론 당시의 종교관, 내세관, 그리고 고구려와의 문화교섭 등을 이해하는 귀중한 자료임을 알 수 있다. 특히, 5세기까지 고구려의 영향력이 정치적, 문화적으로 이 지역에 침투했음을 잘 알려주는 유적으로, 현재 학자들의 새로운 연구대상이 되고 있다.
내용 닫기","문의 및 안내 054-639-6582
홈페이지 영주시 문화관광 http://www.yeongju.go.kr
국가유산청 https://www.heritage.go.kr
주소 경상북도 영주시 순흥면 소백로 2547-16
지정현황 사적 영주 순흥 벽화 고분 (1985.11.07 지정)","
영주에서 부석사와 소수서원을 구경했으면 돌아오는길에 한 번쯤 들러볼만한 곳입니다. 삼국시대 고구려와 신라의 경계지로서 양 나라의 영향을 받아, 고구려 양식 벽화의 남부 영향권이 어디인지 알려주는 유서깊은 벽화 유적입니다.
이*형 2024. 9. 20.
00
신고하기","경상북도 영주시 순흥면 소백로 2547-16","2025-03-18 16:26:04",36.912842,128.564908
13,13,"대한민국 수준원점> 여행지 :대한민국 구석구석","수준원점이란 우리나라의 국토 높이를 측정하는 기준점으로, 평균 해수면과의 차이를 측량하여 1963년 육지에 설치해 놓은 시설물이다. 강원특별자치도 설악산과 제주도 한라산의 높이를 비교할 수 있는 것은 이 수준원점이 있기 때문이다. 둥근 받침돌 위에 화강석으로 된 육면체의 설치대를 얹고 그 위에 자수정으로 수준원점을 표시하였으며, 아담한 원형 벽돌 건축물이 수준원점을 보호하고 있다. 전국의 수준점을 정할 때 높이 기준이 되는 이 수준원점의 높이는 26.6871m이다.
내용 닫기","문의 및 안내 032-880-4667
홈페이지 https://www.khs.go.kr/main.html
주소 인천광역시 미추홀구 인하로 100 (용현동)
이용시간 상시 개방
휴일 연중무휴
주차 가능
요금 (무료)
지정현황 국가등록문화유산 대한민국 수준원점 (2006.01.14 지정)
입장료 무료","등록된 댓글이 없습니다.
","인천광역시 미추홀구 인하로 100 (용현동)","2025-03-18 16:26:07",37.447537,126.65324
14,14,"인하대후문먹거리타운> 여행지 :대한민국 구석구석","인천광역시 미추홀구 용현동에 위치한 인하대후문먹거리타운은 학생들과 방문객들 사이에서 인기 있는 맛집 거리이다. 이곳은 인하대학교 후문 인근에 위치해 있으며, 다양한 음식점들이 즐비해 있어 많은 사람들에게 사랑받고 있다. 먹거리타운은 학생들의 끼니를 해결하는 장소뿐만 아니라, 친구들과의 모임이나 가족 단위 방문객들에게도 적합한 곳이다. 다양한 종류의 음식들이 저렴한 가격에 제공되며, 대표적으로 떡볶이, 순대, 덮밥, 찜닭 등 한국 전통 음식을 비롯한 다양한 메뉴가 인기를 끌고 있다. 또한, 아늑한 분위기와 함께 음식점들이 밀집해 있어 사람들로 붐비는 활기찬 거리로 유명하다.
내용 더보기","문의 및 안내 032-832-3031
주소 인천광역시 미추홀구 경인남길30번길 45-1 (용현동)
이용시간 ※ 점포별 상이함
휴일 ※ 점포별 상이함
주차 가능
요금 (무료)
입장료 무료","
댓글 더보기","인천광역시 미추홀구 경인남길30번길 45-1 (용현동)","2025-03-18 16:26:10",37.451828,126.656877
15,15,"명동사격장> 여행지 :대한민국 구석구석","명동실탄사격장은 한국 대표 번화가 명동에 위치하여 쇼핑, 먹거리, 볼거리와 더불어 도심 속에서 짜릿한 사격을 즐길 수 있는 곳이다. 국제규격인 15m의 거리 조절이 자유로운 5개의 사격 사선은 물론 32구경에서 45구경 등 100정의 다양한 총기류를 구비하고 있다. 또한, 첨단 안전장치와 사격 전문 안전요원의 지도로 전문가는 물론, 여성과 초보자까지 안심하고 즐길 수 있다.","문의 및 안내 02-777-6604
주소 서울특별시 중구 명동8가길 27 (충무로2가) 3층
이용시간 11:00~19:30
휴일 연중무휴
체험가능 연령 14세 이상
이용요금 전화 문의","
댓글 더보기","서울특별시 중구 명동8가길 27 (충무로2가) 3층","2025-03-18 16:26:18",37.561797,126.986507
16,16,"달포고깃간> 여행지 :대한민국 구석구석","달포고깃간은 영덕군에 위치한 돼지고기 숯불 구이 전문점이다.
자체적인 숙성을 통한 삼겹살, 특수 부위 모둠 구이 및 수제 돼지갈비를 판매하고 있다. 대표 메뉴인 모둠 세트는 숙성 삼겹살, 모소리살, 뽈살, 꼬들살로 구성되어 있다.
TV 프로그램 ‘나는 솔로’, ‘mbc 전국시대’에 방영되었으며 영덕군 공식 영덕 맛집으로 지정되었다.
내용 닫기","문의 및 안내 054-733-3937
홈페이지 https://www.instagram.com/dalpo_minam_official/
주소 경상북도 영덕군 영덕읍 덕곡길 122-1 1층
영업시간 16:00~23:00
휴일 매주 일요일
주차 가능 (무료)
대표메뉴 숙성생삼겹살
취급메뉴 뽈살 / 꼬들살 / 모소리살 등","등록된 댓글이 없습니다.
","경상북도 영덕군 영덕읍 덕곡길 122-1 1층","2025-03-18 16:26:21",36.412881,129.366439
17,17,"오목골즉석메밀우동 박문점> 여행지 :대한민국 구석구석","인천 미추홀구 숭의동에 자리 잡은 유명한 메밀 국숫집이다. 상호는 우동집이라고 되어 있지만 주메뉴는 메밀로 만든 면 국수류이다. 그중 메밀우동과 메밀짜장, 비빔면과 물냉면이 많이 찾는 인기 메뉴이다. 1인 1메뉴를 주문하면 사리추가 1번 무료로 가능하다. 왕새우 모양의 계란말이 김밥도 함께 맛보는 걸 추천한다. 24시간 영업하며 주차장이 넓어 이용하기 편리하다.","문의 및 안내 032-868-1717
주소 인천광역시 미추홀구 석정로 142 (숭의동)
영업시간 상시 개방
휴일 연중무휴
주차 가능
요금 (무료)
대표메뉴 메밀우동
취급메뉴 메밀비빔 / 메밀짜장 / 밀가루 우동 / 밀가루 짜장 / 계란말이 김밥 등","
댓글 더보기","인천광역시 미추홀구 석정로 142 (숭의동)","2025-03-18 16:26:28",37.468568,126.650965
18,18,"오암서원> 여행지 :대한민국 구석구석","내용 더보기",더보기,"등록된 댓글이 없습니다.
",,"2025-03-18 16:26:32",NULL,NULL
19,19,"영도 마리노 오토캠핑장> 여행지 :대한민국 구석구석","영도 마리노 오토캠핑장은 부산항대교 하부 공간에 조성된 캠핑장이다.
카라반 15대, 오토사이트 40면, 일반사이트 12면 등 총 67면의 캠핑사이트로 구성되어 있다.
도심 가까이에 있어 접근성이 좋고, 부산항대교 야간 조명을 비롯하여 부산항과 영도 야경을 한 자리에서 감상이 가능하다.","문의 및 안내 051-412-9114
홈페이지 https://www.yeongdo.go.kr/marinocamping/main.web
주소 부산광역시 영도구 해양로 13-16 (청학동)
이용시간 [카라반]
15:00~익일 12:00
[오토 / 일반]
14:00~익일 12:00
휴일 매월 마지막 주 화요일
주차 가능
체험가능 연령 전 연령
이용요금 [카라반]
100,000원~160,000원
[오토]
30,000원~40,000원
[일반]
20,000원~30,000원
더보기","등록된 댓글이 없습니다.
","부산광역시 영도구 해양로 13-16 (청학동)","2025-03-18 16:26:41",35.101523,129.060565
20,20,"풍기향교> 여행지 :대한민국 구석구석","풍기향교는 군서쪽 8리에 있던 것을 중종 37년(1542)에 주세붕이 이곳으로 옮겨 지은 후 숙종 18년(1692)에 다시 옛터로 옮겼다가 영조 11년(1735)에 현재의 위치로 옮겼다. 남아있는 건물로는 공부하는 곳인 명륜당, 향교를 관리하던 교직사, 사당 출입문인 내삼문, 사당인 대성전과 동·서무 등이 있다. 특히 대성전과 동·서무의 벽과 창호가 특이해 고풍스럽다.
조선시대에는 국가로부터 토지와 전적, 노비 등을 받아 학생들을 가르쳤으나, 갑오개혁(1894) 이후 제사만 지내고 있다. 다른 향교에 비해 많은 전적을 보관하고 있으며, 특히 이 지방 향토사연구의 귀중한 자료를 많이 제공하고 있는 유서 깊은 곳이다.
내용 더보기","문의 및 안내 영주시청 문화예술과 054-639-6581~4
홈페이지 https://www.yeongju.go.kr/open_content/tour/
주소 경상북도 영주시 풍기읍 금계로 104
이용시간 상시 개방
휴일 연중무휴
주차 가능
지정현황 경상북도 유형문화유산 풍기향교<대성전동.서무> (1985.10.15 지정)
입장료 무료","
여긴잠겨있어서 함부로 들어가면 안되는것이야.
연* 2021. 11. 15.
00
신고하기","경상북도 영주시 풍기읍 금계로 104","2025-03-18 16:26:46",36.881378,128.525287
21,21,"틈문화창작지대> 여행지 :대한민국 구석구석","틈문화창작지대는 컨테이너 박스를 여러 개 쌓아 올린 모양의 특이한 외관을 가진 건축물로 되어 있다. 문화 콘텐츠 창작자 양성과 인천 지역의 문화산업을 육성하고 발전시키고자 만들어진 곳으로 주안동 옛 시민회관 쉼터 인근에 지어졌다. 인천콘텐츠코리아랩의 전용공간으로 사용되고 있으며 창작 아이디어 생성과 개발 및 사업화를 지원하기 위한 프로그램을 기획, 운영하고 있다. 인천콘텐츠코리아랩 회원이라면 다목적홀, 편집실, 녹음실, 교육실 시설을 이용할 수 있다.
내용 닫기","문의 및 안내 032-876-6422
홈페이지 https://www.inckl.or.kr/user/main.do
주소 인천광역시 미추홀구 미추홀대로 691 (주안동)
이용시간 09:00~18:00
휴일 연중무휴
주차 가능
요금 (무료)
이용요금 ※ 시설별 상이하므로 홈페이지 참고
체험프로그램 콘텐츠 크리에이티브 콘서트 / 내안의 콘텐츠를 깨워라 / 창작 아카데미 등","등록된 댓글이 없습니다.
","인천광역시 미추홀구 미추홀대로 691 (주안동)","2025-03-18 16:26:49",37.45917,126.679662
22,22,"한양도성박물관> 여행지 | '열린 관광' 모두의 여행:대한민국 구석구석","1396년 축조된 한양도성은 600여 년 동안 서울을 지켜온 수도의 성곽이었다. 조선왕조 도읍지인 한성부의 경계를 표시하고 수도의 권위를 드러내며 외부의 침입을 방어하기 위해 축조되었다. 평균 높이 약 5~8m, 전체 길이 약 18.6㎞에 이르는 한양도성은 한국의 고유 축성기법과 집단 장인 기술을 바탕으로 구축된 역사 문화 도시 서울의 랜드마크이다. 또한, 현존하는 전 세계의 도성 중 가장 규모가 크고 오랫동안 도성 기능을 수행한 문화유산으로, 천만 서울 시민을 넘어서 서울을 찾는 내·외국인들이 즐겨 찾는 대표 명소이다.
흥인지문공원에 위치한 한양도성박물관은 조선시대부터 현재에 이르기까지 한양도성의 역사와 문화를 담은 박물관으로 상설전시실, 기획전시실, 한양도성 자료실과 학습실을 갖춘 문화공간이다. 한양도성박물관에서 600년 한양도성의 역사와 문화유산으로서의 미래가치를 확인할 수 있다.
내용 닫기","문의 및 안내 02-724-0243
홈페이지 https://museum.seoul.go.kr
주소 서울특별시 종로구 율곡로 283 (종로6가)
이용시간 09:00~18:00 (입장마감 17:30)
휴일 매주 월요일 / 1월 1일
※ 단, 월요일이 공휴일인 경우 정상운영
주차 가능 (소형 29대)
주차 요금 5분당 400원
이용요금 무료
체험프로그램 ※ 일정 별로 진행하는 프로그램이 상이하므로 자세한 사항은 홈페이지 참조
접근로 가장 위쪽 주차장을 이용하면 단차없이 엘리베이터로 건물진입가능_무장애 편의시설
출입통로 단차없어 휠체어이용 편리함
엘리베이터 엘리베이터 있음
점자 블록 진입로에 점자블록 설치
화장실 장애인전용화장실 있음
닫기","
신고하기
동대문 역에서 도보 10분 이내 거리인 한양 도성 박물관 박물관 규모는 아담하지만 알찬 전시가 있어요 성곽길과 같이 둘러보기도 좋습니다
_ 2024. 2. 19.
00
한양도성박물관 둘러보고 성곽길 걸으며 힐링의 시간 가졌어요. 추위 좀 지나가면 스탬프 투어도 해봐야겠어요.
☕******) 2023. 12. 22.
00
신고하기
한양 도성의 과거와 현재를 모두 만날 수 있는 곳 어린이들을 위한 프로그램도 다양하고 선생님들도 밀착 지도해주시는 곳이예요. 경치도 좋은 곳에 위치해서 낮밤으로 다 힐링이 된답니다. 박물관을 출발점으로 도성길 투어 코스도 좋을 것 같아요.
독* 2023. 10. 6.
00
신고하기
한양도성박물관과 도시와 공존하는 역사의 흔적을 담은 박물관과 도성성곽길에서 바라다 보는 야경이 정말 아름다운곳
캐*****m 2023. 2. 6.
00
신고하기
가까운데 이런 곳이 있는지 몰랐어요
달**리 2021. 10. 15.
01
신고하기
댓글 더보기","서울특별시 종로구 율곡로 283 (종로6가)","2025-03-18 16:26:55",37.573046,127.007704
23,23,"복주머니마을> 여행지 :대한민국 구석구석","맑고 푸른 홍천강이 감싸고 있는 복주머니 마을은 푸른 숲과 함께 자리해 그림 같은 풍경을 가지고 있다. 복주머니 마을에는 홍천군 관광지 에움녹색길이 있는데 강을 따라 울창한 숲을 만나며 걷는 길은 모두에게 인기 있다. 힐링과 전통놀이, 농촌 체험을 즐길 수 있다. 복주머니 마을은 위에서 바라보는 절경이 꼭 사진으로 담아야 아쉽지 않을 것 같은 아름다운 강으로 둘러싸여 있는 동네이다.

(출처 : 강원특별자치도청)
내용 닫기","문의 및 안내 033-432-7801
주소 강원특별자치도 홍천군 서면 개야마을길 73
이용시간 상시 개방
휴일 연중무휴
주차 가능
입장료 무료","등록된 댓글이 없습니다.
","강원특별자치도 홍천군 서면 개야마을길 73","2025-03-18 16:26:57",37.694093,127.629682
